,pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,vx0,vy0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name
6031,FT,90.9,-1.8445,6.1309,-1.4396,1.241,8.1566,-132.0419,-18.466,27.557,-17.133,90.641,1938.0,6.184,2-Seam Fastball
6032,FT,91.4,-1.9865,6.169,-1.2947,1.3094,8.1772,-132.7193,-16.8446,26.717,-15.9669,91.009,1992.0,6.037,2-Seam Fastball
6033,FF,91.0,-1.7841,6.1383,-0.8153,1.436,5.5719,-132.3201,-10.5934,29.0273,-14.9703,90.008,2083.0,5.786,4-Seam Fastball
6034,FF,91.8,-1.8034,6.1804,-0.553,1.7701,7.497,-133.2217,-8.1609,29.5664,-9.997,91.016,2185.0,6.039,4-Seam Fastball
6035,FF,91.3,-2.0653,6.134,-1.1767,1.7132,5.3793,-132.5331,-14.7368,29.4403,-11.2934,90.061,2200.0,5.754,4-Seam Fastball
6036,FT,89.9,-1.9341,6.2197,-1.4871,1.2569,6.2052,-130.4688,-18.2734,28.6799,-16.2516,89.561,1989.0,6.33,2-Seam Fastball
6037,FT,91.2,-2.0612,6.2452,-1.4726,1.3741,6.3159,-132.5264,-18.4007,30.0978,-15.816,90.108,2026.0,5.839,2-Seam Fastball
6038,SL,82.9,-2.3135,6.3092,0.2,0.5342,2.9113,-120.6661,1.3779,21.4496,-26.958,81.731,2261.0,5.29,Slider
6039,SL,83.1,-2.731,6.4692,-0.4489,-0.263,8.7107,-120.4525,-5.7072,21.2627,-33.9724,80.895,1842.0,4.801,Slider
6040,FF,95.1,-2.6132,6.302,-1.3084,1.0552,8.41,-138.2716,-18.6287,29.6882,-17.6444,95.263,2032.0,6.346,4-Seam Fastball
6041,FF,97.5,-2.4887,6.2745,-1.2675,1.1887,11.4988,-141.3355,-19.5173,30.0911,-14.279,97.502,2317.0,6.354,4-Seam Fastball
6042,FF,94.8,-2.5071,6.3464,-1.2638,1.0721,8.7953,-137.6733,-17.6514,29.0804,-17.7247,93.878,2134.0,5.749,4-Seam Fastball
6043,SL,84.1,-2.5882,6.4524,0.4221,-0.2054,6.1321,-122.1804,2.8648,23.1237,-34.0835,81.947,1804.0,4.84,Slider
6044,FF,96.5,-2.4902,6.356,-1.3665,1.1146,7.4065,-140.2778,-19.3272,30.2241,-16.856,95.66,2190.0,5.755,4-Seam Fastball
6045,FF,96.2,-2.3693,6.3688,-1.4903,0.9471,9.6689,-139.622,-21.2416,29.7681,-19.1983,95.274,2129.0,5.778,4-Seam Fastball
6046,SL,83.6,-2.5141,6.4685,0.0703,-0.0701,4.9228,-121.6535,-0.1174,19.4978,-32.7684,82.099,1959.0,4.873,Slider
6047,SL,82.2,-2.4101,6.5184,0.2688,-0.2528,4.3325,-119.5858,1.7657,19.5972,-34.2312,80.578,1738.0,4.857,Slider
6048,FF,95.1,-2.4211,6.405,-1.2083,0.9415,5.9279,-138.2212,-16.5263,29.1894,-19.3732,94.426,2218.0,5.843,4-Seam Fastball
6049,FF,95.0,-2.5813,6.3888,-1.48,1.1416,6.837,-137.9836,-20.2072,31.5299,-16.5775,94.251,2234.0,6.014,4-Seam Fastball
6050,FF,95.1,-2.4137,6.4225,-1.3246,1.3103,9.2096,-137.9838,-18.4499,29.8564,-15.3902,93.58,2218.0,5.493,4-Seam Fastball
6051,SL,82.4,-2.4618,6.5071,0.0028,-0.3197,7.2938,-119.5081,-1.327,22.1553,-35.0622,80.111,1721.0,4.813,Slider
6052,SL,83.7,-2.6048,6.4683,0.1726,-0.2556,9.4935,-121.302,-0.1916,22.978,-33.9517,80.952,1739.0,4.574,Slider
6053,FF,95.1,-2.3967,6.4029,-1.4716,0.9401,8.0908,-138.061,-20.2134,31.1433,-19.8642,93.848,2216.0,5.713,4-Seam Fastball
6054,SL,82.1,-2.6311,6.5623,-0.0929,-0.1006,6.6844,-119.3334,-1.9882,20.1362,-32.837,80.799,1798.0,5.189,Slider
6055,FF,92.0,-1.8793,6.2248,-0.7512,1.4189,7.2661,-133.731,-10.4784,27.3171,-14.3628,91.923,2091.0,6.184,4-Seam Fastball
6056,SL,86.0,-2.0531,6.252,0.0512,0.4907,3.6139,-125.2688,-0.1668,24.3832,-26.6764,85.956,1913.0,6.124,Slider
6057,FF,94.5,-1.9127,6.2003,-0.3835,1.6801,9.9755,-136.889,-6.9278,29.9719,-9.5184,93.39,2195.0,5.868,4-Seam Fastball
6058,FF,94.5,-1.8973,6.2883,-0.5795,1.7489,8.2049,-137.1888,-9.1254,31.7792,-9.157,93.762,2355.0,6.092,4-Seam Fastball
6059,FF,94.0,-1.9667,6.3378,-0.3758,1.6769,8.7214,-136.4878,-6.6287,30.3635,-10.2742,93.819,2344.0,6.327,4-Seam Fastball
6060,SL,87.4,-1.8695,6.3184,0.2929,0.5253,6.3526,-127.0761,1.9217,24.4329,-25.8494,87.011,2131.0,5.95,Slider
6061,SL,87.7,-1.9099,6.3801,0.2933,0.573,3.3874,-127.6475,2.5352,25.0043,-24.9575,87.722,2149.0,6.182,Slider
6062,SL,87.3,-1.9302,6.3664,0.3037,0.3931,4.3559,-127.0091,2.3677,26.1215,-27.5456,87.06,2111.0,6.158,Slider
6063,FT,93.0,-2.0797,6.3491,-1.334,1.2357,7.0731,-135.2711,-17.8064,28.4578,-16.4002,92.908,2057.0,6.179,2-Seam Fastball
6064,FT,93.6,-2.103,6.2163,-1.2667,1.3061,5.8575,-136.1215,-17.0132,28.766,-14.7297,93.754,2224.0,6.329,2-Seam Fastball
6065,FF,91.2,1.8955,5.7792,0.7901,1.6468,-3.0132,-132.6885,9.9077,28.7162,-12.1191,90.898,2271.0,6.141,4-Seam Fastball
6066,FC,88.4,1.9751,5.783,0.0287,0.9332,-8.1194,-128.3635,1.7888,23.2706,-20.6435,88.289,2240.0,6.061,Cutter
6067,CU,78.9,1.964,5.6674,-1.714,-0.1813,-6.4231,-114.5823,-13.5077,22.2335,-33.3376,77.889,2078.0,5.798,Curveball
6068,CU,77.9,2.0827,5.6634,-1.116,-0.4811,-1.2549,-113.3777,-9.2419,19.8054,-36.3472,77.323,2114.0,5.767,Curveball
6069,FF,91.8,1.8968,5.8577,0.711,1.5465,-7.0981,-133.5156,10.0149,27.6267,-12.5935,92.113,2235.0,6.417,4-Seam Fastball
6070,FF,92.3,-2.2731,5.9238,-0.5144,1.6071,7.3718,-134.2562,-7.8856,28.3288,-11.0234,93.225,2273.0,6.802,4-Seam Fastball
6071,CH,87.2,-2.1407,6.0659,-0.5767,0.1362,6.44,-126.8294,-7.3324,22.6954,-30.4511,86.964,1376.0,5.887,Changeup
6072,FF,92.2,-2.2154,5.8405,-0.3961,1.4384,6.4465,-134.0331,-6.1598,29.2697,-13.6889,91.997,2335.0,6.245,4-Seam Fastball
6073,CU,74.5,-2.8271,5.4702,1.6144,-0.756,4.441,-108.1539,11.227,23.12,-38.6351,72.851,2770.0,5.691,Curveball
6074,FF,91.8,-2.2572,6.025,-0.3535,1.5004,8.1617,-133.3494,-5.9525,28.0442,-12.9206,91.967,2230.0,6.437,4-Seam Fastball
6075,FF,96.1,-0.7976,5.3899,-0.9647,1.3243,6.6144,-139.8465,-14.1517,29.6304,-14.1324,96.599,2355.0,6.436,4-Seam Fastball
6076,SL,87.2,-1.0105,5.3665,-0.2189,0.28,1.4918,-126.9078,-2.6226,25.1165,-29.2352,86.587,2342.0,5.817,Slider
6077,FF,95.5,-0.89,5.4026,-0.8765,1.6058,7.4535,-138.813,-12.9082,30.8014,-11.4345,95.171,2321.0,6.14,4-Seam Fastball
6078,FF,94.7,-0.9723,5.4282,-1.0363,1.5087,3.8263,-137.7542,-13.8853,30.0224,-12.5316,94.249,2358.0,6.002,4-Seam Fastball
6079,FF,96.5,-0.8709,5.3368,-1.2757,1.3777,3.874,-140.3552,-17.5916,30.9503,-13.2518,96.208,2556.0,6.091,4-Seam Fastball
6080,SL,86.5,-0.9007,5.3172,0.0191,0.4143,4.459,-125.793,-0.6944,25.1977,-27.1068,85.613,2521.0,5.723,Slider
6081,FF,95.3,-0.8515,5.4233,-1.0718,1.3697,11.7959,-138.2244,-16.2554,29.126,-13.7118,95.229,2400.0,6.306,4-Seam Fastball
6082,SL,85.9,-0.8559,5.4279,0.3659,0.138,2.8483,-125.0273,3.1608,24.4151,-30.8036,84.605,2436.0,5.36,Slider
6083,FF,93.3,-1.1002,5.2629,-1.1924,1.5936,5.6242,-135.6807,-15.8562,29.6804,-12.1219,93.019,2358.0,6.157,4-Seam Fastball
6084,FF,95.9,-0.8885,5.3311,-1.2256,1.563,3.5038,-139.5906,-16.7183,30.9118,-11.5356,95.8,2584.0,6.179,4-Seam Fastball
6085,FF,94.8,-1.1168,5.4394,-1.1884,1.4595,8.3893,-137.7003,-16.7702,29.139,-12.5087,94.351,2412.0,6.021,4-Seam Fastball
6086,SL,87.4,-0.9609,5.3839,-0.1673,0.3058,4.0628,-127.0992,-2.5153,22.9192,-28.1679,86.701,2554.0,5.612,Slider
6087,SL,85.5,-1.2616,5.4088,-0.1987,0.2805,5.2195,-124.4785,-2.9499,21.9291,-28.9314,84.914,2506.0,5.608,Slider
6088,SL,87.6,-1.0592,5.3786,-0.2019,0.5188,3.7406,-127.5099,-2.8346,22.3308,-26.0697,87.282,2586.0,5.742,Slider
6089,FF,94.3,-1.1726,5.5724,-1.1228,1.8418,5.8963,-137.0305,-15.1982,32.0408,-9.0458,93.134,2571.0,5.807,4-Seam Fastball
6090,SL,88.1,-1.0899,5.3728,-0.0817,0.3744,3.391,-128.2665,-1.4939,22.684,-27.5099,87.867,2557.0,5.792,Slider
6091,FF,95.7,-1.0832,5.4651,-1.1502,1.5073,7.9689,-139.0239,-16.3769,30.0369,-12.112,94.791,2508.0,5.772,4-Seam Fastball
6092,SL,85.4,-1.2508,5.5051,0.1512,0.3864,1.5711,-124.3512,1.2421,22.7598,-27.8418,84.474,2451.0,5.452,Slider
6093,FF,97.4,-1.5199,6.0063,-0.8468,1.3588,7.5061,-141.564,-13.0382,31.3154,-12.5953,97.373,2296.0,6.27,4-Seam Fastball
6094,CH,88.0,-1.5371,5.9539,-1.5206,0.3964,6.844,-128.0658,-18.2018,24.5105,-27.173,88.567,1858.0,6.474,Changeup
6095,FC,93.5,-1.3634,6.1407,-0.0382,0.832,5.1379,-136.0545,-1.4816,26.7947,-20.8672,93.175,2457.0,5.87,Cutter
6096,FC,93.2,-1.5152,6.1078,0.1757,0.9498,5.1686,-135.6481,1.1628,26.5947,-19.1462,93.502,2479.0,6.225,Cutter
6097,FC,93.0,-1.5034,6.1112,0.1433,0.8666,5.729,-135.2855,0.5857,27.1924,-21.2247,92.487,2395.0,5.825,Cutter
6098,FT,96.4,-1.3968,6.015,-1.5491,0.971,6.9648,-140.2427,-22.2435,28.8072,-17.6457,97.422,2241.0,6.676,2-Seam Fastball
6099,FT,97.3,-1.6071,6.0309,-1.5489,0.8252,1.9689,-141.2882,-20.9527,32.9537,-19.0199,96.593,2211.0,6.056,2-Seam Fastball
6100,FF,96.9,-1.5504,6.097,-1.2429,1.2726,5.2131,-140.8096,-17.5592,31.5509,-14.0441,96.449,2274.0,6.078,4-Seam Fastball
6101,FT,97.8,-1.3683,6.1591,-1.1719,1.13,7.4879,-142.0888,-17.4047,32.779,-16.3032,97.132,2309.0,6.013,2-Seam Fastball
6102,FT,97.8,-1.4481,6.1174,-1.2085,1.018,5.5286,-142.4356,-17.8512,32.4211,-17.5681,98.452,2287.0,6.588,2-Seam Fastball
6103,FC,92.8,-1.4872,6.1677,0.0583,1.0755,3.5557,-135.1305,0.0062,26.8676,-18.4399,92.883,2500.0,6.105,Cutter
6104,CU,79.7,-1.3339,6.3856,0.0759,-0.9993,2.0513,-115.8602,0.2695,21.1522,-40.8066,77.299,2450.0,4.578,Curveball
6105,CH,86.7,-1.4824,6.2502,-1.1979,0.932,5.5288,-126.0384,-13.6424,23.2642,-21.4326,86.219,1712.0,5.831,Changeup
6106,FF,94.2,-1.1645,6.4002,-0.9169,1.5095,3.6488,-136.8897,-12.1379,30.523,-12.386,93.318,2334.0,5.865,4-Seam Fastball
6107,CU,81.4,-1.2366,6.4956,0.0936,-0.5013,2.2951,-118.3662,0.4504,20.1017,-37.1241,79.524,2412.0,4.78,Curveball
6108,FF,94.6,-1.1641,6.534,-1.1325,1.32,7.1027,-137.4646,-15.6135,28.4429,-14.4585,93.86,2245.0,5.783,4-Seam Fastball
6109,CU,82.2,-1.3591,6.5036,0.1842,-0.6046,3.8309,-119.5153,1.0359,20.6552,-37.5478,80.609,2485.0,5.015,Curveball
6110,FF,94.6,-1.1694,6.4956,-1.1097,1.1617,5.8298,-137.3426,-14.9726,31.6222,-16.8655,93.027,2298.0,5.573,4-Seam Fastball
6111,SL,87.7,-1.4697,6.3673,0.2255,0.3599,4.9242,-127.5673,1.5202,23.413,-27.7322,87.082,2394.0,5.678,Slider
6112,SL,87.4,-1.4023,6.3789,0.2562,0.3505,6.1536,-127.0224,1.5857,23.529,-27.5073,86.619,2416.0,5.647,Slider
6113,FF,92.9,-1.3255,6.4557,-1.3719,1.2659,4.0547,-134.8306,-17.0399,30.2663,-15.9679,90.999,2305.0,5.356,4-Seam Fastball
6114,FF,94.4,-1.1643,6.4707,-1.023,1.2431,5.7587,-137.1393,-13.7969,29.5912,-16.2144,93.001,2416.0,5.497,4-Seam Fastball
6115,CU,80.7,-1.3616,6.4169,0.2632,-0.6549,2.2685,-117.5296,2.0296,18.9699,-38.0705,80.14,2305.0,5.527,Curveball
6116,FF,92.3,-1.2789,6.3054,-1.0947,1.3357,6.1592,-134.1108,-14.2982,27.489,-15.2692,91.647,2272.0,5.862,4-Seam Fastball
6117,FF,94.3,-1.2014,6.3631,-1.3028,1.2426,7.2069,-136.8258,-17.6848,28.8415,-14.8916,93.557,2361.0,5.911,4-Seam Fastball
6118,SL,87.0,-1.3866,6.2977,0.0286,0.2217,6.0673,-126.5969,-0.8101,23.2291,-29.4085,86.539,2363.0,5.77,Slider
6119,FF,92.0,-1.1848,6.376,-1.1786,1.2317,4.0428,-133.7589,-14.7854,27.8829,-16.7091,91.342,2265.0,5.864,4-Seam Fastball
6120,FC,85.3,-0.6463,6.5942,0.2732,0.9068,2.7382,-123.8891,2.1934,23.0145,-22.3276,83.481,2507.0,5.036,Cutter
6121,FF,87.3,-0.459,6.5767,-0.5989,2.0402,0.2847,-126.7911,-6.2086,26.7553,-10.8073,85.014,2319.0,4.984,4-Seam Fastball
6122,CH,77.0,-0.5633,6.4262,-1.2003,1.4792,3.122,-111.8241,-10.2426,18.9556,-19.2231,75.515,1897.0,5.18,Changeup
6123,FF,87.2,-0.2993,6.5706,-0.3692,1.8945,2.8248,-126.7154,-4.3876,25.9603,-12.2936,85.231,2284.0,5.096,4-Seam Fastball
6124,FF,87.5,-0.4021,6.5767,-0.4591,1.8089,4.219,-127.2556,-5.6873,25.636,-13.7636,86.172,2310.0,5.428,4-Seam Fastball
6125,FF,88.0,-0.4904,6.5775,-0.7085,1.905,2.0926,-127.7563,-7.8327,26.2732,-11.3886,85.769,2378.0,4.979,4-Seam Fastball
6126,CH,77.1,-0.7388,6.5915,-1.0158,1.6859,4.6067,-111.98,-9.1782,19.2821,-17.206,76.294,2072.0,5.707,Changeup
6127,FF,88.0,-0.4655,6.5888,-0.6568,2.0345,3.052,-127.519,-7.6097,26.8863,-8.5673,86.451,2343.0,5.591,4-Seam Fastball
6128,FF,87.9,-0.5598,6.5901,-0.6801,2.0414,0.7969,-127.4297,-7.2647,27.4739,-9.1156,85.687,2332.0,5.185,4-Seam Fastball
6129,FF,87.6,-0.7762,6.6114,-0.5905,2.0009,0.8985,-127.0838,-6.3441,27.4265,-9.9517,85.638,2329.0,5.315,4-Seam Fastball
6130,FF,87.8,-0.4914,6.5484,-0.4973,1.9086,2.2977,-127.4086,-5.7219,26.0475,-10.2371,86.267,2329.0,5.452,4-Seam Fastball
6131,CH,74.8,-1.0758,6.5823,-1.3457,1.4205,0.5296,-108.6737,-10.2991,18.9755,-20.9902,73.085,2096.0,5.074,Changeup
6132,CH,73.9,-0.8103,6.5722,-1.1145,1.5569,1.9746,-107.5106,-8.7766,17.4483,-19.9398,73.144,2003.0,5.588,Changeup
6133,CH,75.0,-0.9622,6.5737,-1.3664,1.7396,2.844,-108.6215,-10.8135,19.1308,-17.6552,72.897,2040.0,4.975,Changeup
6134,SL,86.7,-1.3829,6.335,0.1988,0.2108,4.4329,-126.1708,1.2724,23.368,-29.384,86.196,2416.0,5.762,Slider
6135,FF,93.1,-1.1858,6.378,-0.8494,1.7147,4.7192,-135.2713,-11.3554,29.7605,-10.1646,92.555,2297.0,6.067,4-Seam Fastball
6136,FF,92.5,-1.1741,6.4183,-0.9402,1.5413,3.0875,-134.4159,-11.8544,28.4762,-12.4237,91.653,2305.0,5.805,4-Seam Fastball
6137,SL,87.6,-1.4644,6.2373,0.1045,0.2465,6.668,-127.499,0.0104,21.5125,-28.7789,87.589,2402.0,5.873,Slider
6138,SL,87.9,-1.1948,6.3678,0.1496,0.3607,4.6908,-127.967,0.8258,21.9811,-27.655,87.748,2460.0,5.797,Slider
6139,FF,94.0,-1.0848,6.4903,-0.9174,1.7573,3.0081,-136.644,-12.0373,30.3116,-9.1244,93.496,2377.0,6.064,4-Seam Fastball
6140,FF,93.2,-1.1427,6.4108,-0.911,1.6476,5.2003,-135.5558,-12.1899,27.9409,-10.977,92.788,2372.0,5.943,4-Seam Fastball
6141,SL,87.8,-1.4051,6.4047,0.1046,0.4538,4.3453,-127.8133,0.3862,21.9096,-26.337,87.346,2519.0,5.607,Slider
6142,SL,86.8,-1.7237,6.3172,0.3408,0.2552,3.5607,-126.2999,2.9193,24.1448,-29.0155,86.323,2503.0,5.85,Slider
6143,FF,94.3,-1.1034,6.4181,-1.1898,1.4649,7.8998,-136.9003,-16.4643,31.0057,-12.7352,93.247,2437.0,5.855,4-Seam Fastball
6144,CH,86.6,-1.4423,6.3726,-0.9938,1.2998,3.1097,-126.064,-11.1528,24.8886,-17.9203,86.499,1649.0,6.139,Changeup
6145,FF,91.0,-1.2534,6.3408,-0.8852,1.6332,5.6846,-132.2285,-11.4477,26.6778,-12.1301,90.608,2290.0,6.01,4-Seam Fastball
6146,FF,93.4,-1.2797,6.2773,-1.1398,1.4332,9.8147,-135.4789,-15.9435,25.9559,-12.9284,93.335,2417.0,6.153,4-Seam Fastball
6147,CH,87.2,-1.3985,6.2015,-1.0451,1.1241,7.1837,-126.6919,-12.6887,22.8238,-18.6681,87.754,1757.0,6.46,Changeup
6148,FF,94.2,-1.1648,6.2592,-1.1451,1.2313,6.3679,-136.6524,-15.5481,27.9944,-14.6138,93.685,2233.0,6.0,4-Seam Fastball
6149,SL,86.3,-1.2639,6.344,0.0474,0.3545,6.1916,-125.2766,-0.7162,24.3299,-27.2833,85.081,2472.0,5.546,Slider
6150,CH,85.9,-1.3173,6.1692,-1.0226,1.1913,3.1856,-124.9544,-11.1398,24.6749,-19.3636,85.132,1610.0,5.765,Changeup
6151,FF,93.3,-1.2461,6.3689,-1.129,1.2775,4.8883,-135.7238,-14.6258,29.1474,-16.8906,92.061,2298.0,5.521,4-Seam Fastball
6152,CU,82.5,-1.3617,6.3682,0.0251,-0.7579,1.8794,-119.8796,-0.1192,22.2081,-38.8001,80.066,2518.0,4.596,Curveball
6153,SL,87.5,-1.459,6.2893,0.1347,0.4173,2.5684,-127.3412,0.9545,23.5715,-27.1021,86.532,2586.0,5.445,Slider
6154,CH,75.3,-0.8899,6.4559,-1.1255,1.5625,2.7593,-109.4745,-9.2464,18.935,-19.7224,74.097,2073.0,5.397,Changeup
6155,CH,74.5,-1.0243,6.4652,-1.258,1.3055,3.3217,-108.3711,-10.1121,18.2335,-22.117,73.148,2043.0,5.204,Changeup
6156,CH,75.7,-0.9177,6.5345,-1.1956,1.6654,2.3836,-109.8775,-9.6811,19.7618,-18.5753,73.818,2012.0,5.057,Changeup
6157,FF,87.4,-0.5557,6.6502,-0.2752,2.0289,0.1096,-126.8464,-2.858,26.4627,-9.8946,85.168,2327.0,5.034,4-Seam Fastball
6158,FC,83.5,-1.0553,6.6065,0.2497,1.0273,1.0913,-121.3785,2.1689,21.6226,-21.9943,81.662,2421.0,4.904,Cutter
6159,FF,86.7,-0.4849,6.6069,-0.3746,1.9946,2.6505,-125.8295,-4.3606,26.7346,-11.0824,84.48,2231.0,5.092,4-Seam Fastball
6160,CH,75.1,-0.7591,6.5368,-1.2535,1.6752,4.975,-108.7437,-10.5435,20.6639,-18.0497,73.431,2122.0,5.502,Changeup
6161,CH,74.7,-1.064,6.5637,-1.1569,1.6187,2.3245,-108.6099,-9.2309,19.9681,-19.6196,73.202,1888.0,5.318,Changeup
6162,FF,94.2,-1.0668,6.3272,-1.0076,1.0235,2.4709,-136.9519,-12.999,32.7151,-18.737,93.159,2246.0,5.908,4-Seam Fastball
6163,SL,86.8,-1.0976,6.3706,0.2003,0.145,6.7097,-126.1221,0.8472,23.6041,-29.6534,86.062,2607.0,5.719,Slider
6164,FF,95.6,-0.9548,6.4675,-0.938,1.333,5.2971,-138.8834,-13.0795,33.0947,-15.0404,94.219,2372.0,5.717,4-Seam Fastball
6165,SL,87.1,-1.1461,6.4023,0.1013,0.1942,4.2327,-126.7372,0.2715,24.0075,-29.415,86.47,2513.0,5.726,Slider
6166,FF,94.5,-1.1857,6.382,-0.9832,1.2895,8.5877,-137.1158,-14.1365,30.4819,-14.8462,93.647,2229.0,5.959,4-Seam Fastball
6167,FF,94.6,-0.9404,6.4412,-0.9689,1.4904,6.7712,-137.1828,-13.6534,34.5226,-11.6283,93.213,2360.0,5.975,4-Seam Fastball
6168,CH,86.8,-1.2301,6.3472,-1.3019,0.937,4.7914,-126.2589,-14.6981,23.1722,-21.7637,86.547,1717.0,5.929,Changeup
6169,CU,79.5,-1.1482,6.4113,0.348,-1.1676,1.7775,-115.6683,2.6778,22.8211,-41.9757,78.294,2547.0,5.577,Curveball
6170,SL,89.2,-1.3028,6.3401,0.2519,0.446,7.2012,-129.6936,1.4249,24.8748,-26.4341,88.641,2574.0,5.801,Slider
6171,FF,94.4,-1.2445,6.3345,-1.002,1.509,5.8098,-137.2509,-13.7115,28.8216,-12.3932,93.775,2270.0,5.853,4-Seam Fastball
6172,SL,87.4,-1.2829,6.329,0.3214,0.1828,4.3427,-127.2335,2.7193,21.5435,-29.5007,87.106,2469.0,5.693,Slider
6173,FF,94.0,-1.2496,6.4397,-1.2192,1.3815,6.1275,-136.768,-16.3502,27.9747,-15.0619,93.461,2340.0,5.815,4-Seam Fastball
6174,CH,86.6,-1.1855,6.3831,-1.0426,1.0587,2.1337,-126.088,-11.6418,25.4969,-20.1368,87.124,1605.0,6.578,Changeup
6175,SL,87.4,-1.4609,6.3853,-0.0488,0.248,5.8446,-127.0494,-1.6592,24.7713,-29.1049,86.698,2273.0,5.791,Slider
6176,FF,93.9,-1.1627,6.4846,-1.0577,1.2851,10.6492,-136.0478,-15.2161,30.0845,-14.9717,92.582,2196.0,5.763,4-Seam Fastball
6177,FF,94.2,-1.1081,6.4987,-1.3123,1.2556,6.2277,-136.9094,-17.607,31.8276,-15.7593,93.162,2297.0,5.861,4-Seam Fastball
6178,FF,88.5,-0.4426,6.4663,-0.1466,1.8533,2.628,-128.4482,-2.0637,24.4031,-11.0922,86.712,2272.0,5.111,4-Seam Fastball
6179,CH,77.1,-0.7437,6.447,-1.2205,1.1867,4.5292,-111.8808,-10.8062,17.8185,-21.0104,76.351,1934.0,5.641,Changeup
6180,FF,87.9,-0.4495,6.5078,-0.5445,1.8655,1.7154,-127.6103,-6.1116,25.2172,-10.7172,86.438,2294.0,5.396,4-Seam Fastball
6181,FC,85.1,-0.6996,6.6384,0.3349,1.0812,1.4239,-123.76,3.078,22.4521,-20.9019,83.799,2394.0,5.262,Cutter
6182,FF,87.3,-0.5468,6.5897,-0.4767,1.8961,0.6963,-127.0478,-5.1418,26.0588,-12.126,85.959,2176.0,5.424,4-Seam Fastball
6183,CH,76.3,-0.9033,6.3448,-0.9626,1.3345,2.873,-111.0183,-8.4188,19.0218,-20.4937,76.226,1843.0,6.144,Changeup
6184,FF,87.6,-0.5801,6.5515,-0.3184,1.9363,2.045,-126.9502,-3.7392,26.3196,-10.0719,85.632,2300.0,5.279,4-Seam Fastball
6185,FF,88.2,-0.5348,6.4875,-0.2228,2.074,-0.3809,-128.0537,-2.2542,28.8455,-9.2732,85.985,2320.0,5.2,4-Seam Fastball
6186,FF,87.4,-0.4417,6.5615,-0.2108,1.8874,3.7627,-126.8751,-3.0432,27.7451,-11.0192,86.156,2288.0,5.782,4-Seam Fastball
6187,FF,87.2,-0.5021,6.5558,-0.1332,1.7931,4.6728,-126.8267,-2.4076,27.1575,-12.6472,86.273,2285.0,5.83,4-Seam Fastball
6188,CH,75.7,-0.6995,6.5277,-0.7396,1.4876,3.6788,-110.0588,-6.6205,19.6489,-19.4282,75.419,1832.0,6.146,Changeup
6189,FC,85.3,-0.5245,6.6108,0.6102,1.0709,4.2016,-123.9608,5.2207,24.6639,-20.7574,83.618,2435.0,5.242,Cutter
6190,CH,76.8,-0.5934,6.4477,-1.0451,1.5166,2.7104,-111.5343,-8.963,20.4505,-19.0787,75.551,1874.0,5.531,Changeup
6191,FF,87.2,-0.3673,6.5523,-0.2669,1.9738,3.6586,-126.5336,-3.544,25.9676,-10.0216,85.887,2262.0,5.615,4-Seam Fastball
6192,CH,76.5,-0.755,6.5261,-1.0093,1.3984,2.6257,-111.0584,-8.7063,19.932,-19.4735,75.852,1937.0,5.953,Changeup
6193,FF,88.5,-0.4872,6.5819,-0.2502,1.9515,0.1884,-128.5107,-2.6927,28.0353,-10.2319,86.381,2322.0,5.172,4-Seam Fastball
6194,FF,88.6,-0.5351,6.5968,-0.484,2.0609,-0.1069,-128.6542,-5.1313,27.575,-8.8537,86.6,2366.0,5.207,4-Seam Fastball
6195,FF,86.1,-0.5839,6.6383,-0.4389,2.0559,1.4758,-124.997,-4.7,26.0284,-10.3024,83.941,2322.0,5.075,4-Seam Fastball
6196,FF,87.3,-0.6453,6.5707,-0.4613,2.0841,-0.1944,-126.7004,-4.7137,27.3257,-9.4431,85.197,2330.0,5.2,4-Seam Fastball
6197,CH,76.8,-0.7526,6.5697,-1.1139,1.4609,2.4991,-111.3467,-9.3306,19.373,-19.2768,75.007,2022.0,5.106,Changeup
6198,CU,74.9,-0.9216,6.5686,0.4673,-1.0481,-1.0278,-108.8071,3.6838,18.8516,-40.5193,72.663,2570.0,4.655,Curveball
6199,FF,87.3,-0.5899,6.6782,-0.2025,1.8861,3.4499,-126.8613,-2.81,25.7901,-11.5334,85.646,2319.0,5.285,4-Seam Fastball
6200,FC,85.0,-0.7972,6.639,0.2598,1.105,1.2504,-123.3255,2.3026,24.1203,-19.776,83.108,2406.0,5.16,Cutter
6201,CH,76.0,-0.7361,6.6273,-1.1238,1.2814,0.9086,-110.5004,-9.0635,18.4105,-21.5999,74.764,1995.0,5.277,Changeup
6202,FF,88.1,-0.416,6.6068,-0.5063,1.9425,3.3457,-127.8847,-6.0578,27.9123,-10.9589,86.073,2367.0,5.259,4-Seam Fastball
6203,FF,87.4,-0.5172,6.5203,-0.5979,2.1342,3.3665,-126.6474,-6.8816,27.6857,-8.3874,85.058,2316.0,5.165,4-Seam Fastball
6204,CU,74.4,-1.3178,6.5009,0.5067,-0.8902,2.7708,-107.9512,3.2093,19.5819,-38.9021,71.783,2587.0,4.533,Curveball
6205,CH,86.7,-1.1779,6.268,-1.1819,1.0424,4.644,-126.1076,-13.4564,25.5729,-20.1566,86.425,1811.0,6.131,Changeup
